tweets,Subjectivity,Polarity,Analysis
  hey peta! is semen vegan?,0.0,0.0,0
  I thought she was still using wool?,0.0,0.0,0
 Ratio+Yb Better 🤡,0.5,0.5,1
  🗑 You Fell Of 🤡,0.0,0.0,0
  It also kills workers. boycottfastfashion,0.0,0.0,0
  This lady is 1 on my friends list.,0.0,0.0,0
"  True. I do wish that McCartneys food did not have soy, and palm oil in it. Using alternatives would help animals via less deforestation. Fact!",0.35833333333333334,0.07083333333333333,1
"  Hermes is setting up shop in high end resorts for sales to rich along w some other brand names. You reminded us about how Hermes was getting its crocodile skins for its products!! Folks, have a heart &amp; boycott all high end brands that rely on killing animals for their profits.",0.55125,0.12492187500000002,1
  Wario eating “not a nugget” would be the funniest thing ever. https//t.co/qVBazMRsLP,0.0,0.0,0
" _Sakurai  So, you want your little chicken to be smashed by characters like Ganondorf or Dedede? Are you sure about this decision PETA?",0.7796296296296296,-0.09583333333333333,-1
"  You literally put nugget in frame with a character that is actively encouraged to kill and eat animals and make use of their skin. That's fucking amazing. Well done, peta.",0.75,0.2333333333333334,1
"   I’m loving all the idiotic (&amp; childish) comments from willfully ignorant morons who won’t be laughing when they end up fat,sick &amp; nearly dead from eating said slaughtered animals (who are getting their revenge &amp; I’m here for it.) I wonder how many of them have ill relatives. 🤷🏻‍♀️",0.7833333333333332,-0.18095238095238095,-1
"  Hey Peta, you really think that would work ?",0.2,0.2,1
  Is kidnapping and killing animal is not cruel 🤔,1.0,0.5,1
" _Sakurai  Well, Smash Bros has a gorilla, monkey, dinosaur, mouse, couple of dogs, couple of cats, and a few more.

You guys are known for killing a bunch of pets and animals, so I guess your character would be a perfect fit!",0.4,0.35,1
"  Remember me? It’s me ShinkaPlant, Nintendo hates you and will sue you for 1 billion dollars https//t.co/ehJHJxI7sW",0.0,0.0,0
 will get disbanded by animals for murdering them and insulting Steve Irwin in next month. No one cares about PETA anyways,0.5,-0.5,-1
 I found this cool video https//t.co/R4ADQX9k2i,0.65,0.35,1
 please look into the practices of those Private K9 companies who work all over the world with different entireties.    any support kabulsmallanimalrescue will help tremendously IStandWithCharlotte https//t.co/keRwK2MVD4,0.6583333333333333,0.1111111111111111,1
 You want some? https//t.co/YDNdvXGs1e,0.0,0.0,0
 Animals are not for human entertainment. They are sentient beings who feels the pain and hurt. bekindtoanimals,0.1,0.0,0
 man i really want some pork now,0.2,0.2,1
 At least it was loved..... And delicious😂👌 i betcha the girl licked the plate clean,0.6333333333333334,0.25555555555555554,1
 Factory farms must go,0.0,0.0,0
  Peta=🤡🗑️ https//t.co/ijgxNUup9a,0.0,0.0,0
 _Paris damn that's a nice bag just wash off the blood and you've got yourself a quality bag,1.0,0.6,1
 What about horses etc,0.0,0.0,0
 hey peta! is semen vegan?,0.0,0.0,0
 Ratio,0.0,0.0,0
"  did yall forget about that cooking mama, pokemon and mario game yall made",0.4,-0.4,-1
 we got some issues here! 😂😂 Her cat is filthy! https//t.co/kthjvhCZuR,1.0,-1.0,-1
 _Paris KILL THE CROCS,0.0,0.0,0
 whats the nicest breed of dog you can eat? going to the Lychee and Dog Meat Festival,0.0,0.0,0
 https//t.co/s3s6NJ1IU7,0.0,0.0,0
  Booooooo get off the stage,0.0,0.0,0
  That monkey just dancin' bro chill out,0.0,-0.05,-1
 Yo como bistec en la cena con bastante frecuencia.,0.0,0.0,0
 _Paris animals are food they deserve pain,0.0,0.0,0
 _Sakurai  So lemme gets this straight you want to save animals but you also want a chicken to kill donkey kong,0.675,-0.19999999999999998,-1
 Furrys furrys furrys furrys furrys,0.0,0.0,0
  https//t.co/was0zybbBq,0.0,0.0,0
  https//t.co/qmBUPB72Vm,0.0,0.0,0
  https//t.co/0GO8GNQ1gX,0.0,0.0,0
  https//t.co/T9rYqZRqQi,0.0,0.0,0
 C’est pas possible de voir ça ! Il est encore vivant!! C’est de la torture !!,1.0,0.0,0
 _Paris I think you should blame the people that buy these products in the first place...they are the ones causing the deaths of these animals and fuelling the industry...In this day and age there are alternatives,0.3333333333333333,0.25,1
 is calling on Hermès to listen to the outcry against cruelty to crocodiles and ban exotic skins. 🗣  and Axel Dumas. FULL STORY https//t.co/6PNAysFIhi,0.775,0.425,1
" _Paris Remember when you guys stole a little girl’s chihuahua from their porch and euthanized it?

https//t.co/UNBeMNGm8C

Pepperidge Farm remembers",0.5,-0.1875,-1
 sos sus impostor,0.0,0.0,0
 💔😢 Go Vegan 🙏,0.0,0.0,0
 drawing a sus impostor speed run https//t.co/hxK6X5bs2C,0.0,0.0,0
 https//t.co/5Ma6h8wZiG,0.0,0.0,0
 _Paris maybe it was some of the 70% of animals you kill in your shelters?,0.0,0.0,0
 https//t.co/ZLMWQg0QFi,0.0,0.0,0
" _Paris This photo says it all about what people are doing when they purchase bags made from animal skin. The people who buy these items are allowing this cruel animal trade to keep happening.  Good on you PETA , keep up the good work. We need people to stand up to these people",0.7333333333333334,0.1333333333333333,1
 do you love eating DN? srs PETA,0.6,0.5,1
   thats good and all but do you like dn?,0.6000000000000001,0.7,1
 Sick beyond the pale. To be taken to court,0.5185714285714286,-0.46214285714285713,-1
  https//t.co/Iuu1oukqCk,0.0,0.0,0
 Should I go vegan?,0.0,0.0,0
  just found him irl!!!! https//t.co/evneIcSX1G,0.0,0.0,0
  https//t.co/MGSHm7tO8b,0.0,0.0,0
"  Hey peta, It's called ""It's just a game"" It's not even hurting you or anyone. Games doesn't even lead for real life shit. Do me a favor, Shut down ""PETA"" and dig in your own graves. That's all I have to say.
IT'S JUST A GAME LMFAO",0.5314814814814814,-0.05925925925925927,-1
" if i’m vegetarian, am i allowed to beat my meat",0.0,0.0,0
"  नानी मर गई क्या?? की कांग्रेस की बैलगाड़ी में जूते बैल ,जानवर नही है।। या जनवरों के साथ अत्याचार नही है।।    https//t.co/g3QCTFAz3d",0.0,0.0,0
 if you shout out my twitch I will be vegan for 1 whole month,0.4,0.2,1
 What the actual hell is wrong with humans,0.5,-0.25,-1
 Yummy 😋😋😋 https//t.co/deOdEAhpZb,0.0,0.0,0
 StopAllAnimalAbuses2021,0.0,0.0,0
 _me Ratio,0.0,0.0,0
  Sorry but those who do this need to meet the same fate.,0.5625,-0.25,-1
 this the people yall need to go after. https//t.co/MQUBLstgZZ,0.0,0.0,0
  Didn’t y’all take someone’s dog off their property and put it down like 2 hours later?,0.14444444444444446,-0.07777777777777779,-1
 _Paris Yum borgar https//t.co/xzqBGT8NKN,0.0,0.0,0
  how sad the horse was scared 😢,1.0,-0.5,-1
  does he turn into a chicken tender when hit by a fire move? thatd be a pretty fun mechanic,0.7166666666666667,-0.016666666666666663,-1
  I wonder how many hudokens it takes to make roast chicken,0.725,-0.04999999999999999,-1
  hey peta! is semen vegan?,0.0,0.0,0
 _Paris hey peta! is semen vegan?,0.0,0.0,0
" Tries to Trick Comedian - Steve Hofstetter https//t.co/0bKOKNPTui 

How about we get EndPETA trending?",0.4,-0.1,-1
  idk about you I'm having a nice juicy steak https//t.co/lJtw7MP8XG,1.0,0.6,1
   I’m cooking chicken nuggets rn and don’t feel a damn thing. “Not a Nugget” looks tasty ngl,0.95,-0.6,-1
 https//t.co/dWAXPTeNxY,0.0,0.0,0
 _Paris How do I beat my meat while being vegan,0.0,0.0,0
  test the sensitivity of dogs that can sniff out bad reactions to vaccines because of the preservative or even worse  poorly designed medicines in private to find out what there is to worry about. Fans of Animals dogs please repost? Thank you.,0.5604166666666667,-0.375,-1
 _Paris Which is why you euthanize more animals than kill shelters,0.5,0.5,1
 Yo como bistec en la cena con bastante frecuencia.,0.0,0.0,0
 im stealing from cows,0.0,0.0,0
 meat cheese,0.0,0.0,0
" Just like that girl´s little dog that you killed, right?",0.3452380952380952,-0.03392857142857144,-1
  https//t.co/tXXplMIb4h,0.0,0.0,0
 Exclusive videos from peta´s HQ,0.0,0.0,0
" _Paris  
J’ai trouve la coupable 😂",0.0,0.0,0
  I agreee burger emote time 🖤🖤🖤 big balls omega mode https//t.co/hmZgkotaq9,0.1,0.0,0
 mmmmmm milk,0.0,0.0,0
 1. So we should start sniffing each other’s butts and eating ants? 2. There is literally no such thing as a “human supremacist” 3. When are you gonna open up about all those perfectly healthy dogs and cats that you kill if they aren’t adopted?,0.395,0.075,1
" That happened to me and I am still traumatized! My father killed my best friend, my chicken ! I cried for a week. 🥺",0.4166666666666667,0.01666666666666668,1
 _Paris Good God don’t they know that most of the world find this obscene and grotesque. It’s horror. It’s unbelievable in 2021. I’m crying and so is God. These beautiful creatures are innocent. They never deserved this,0.7714285714285715,0.2214285714285714,1
 _Paris stophumangreed,0.0,0.0,0
"  animal torture should be stopped, but for the food, it doesnt need to stop. ( not saying owls are food, the ones who get turned into food )",0.0,0.0,0
 POTUS CDC Ashamed of U.S. Britain stood Proud&amp;Behind NOWZAD.EVERY STAFF&amp;RESCUE ANIMAL now safe&amp; Home!FACT today Contracted Military dogs&amp;U.S. PETS &amp; WOMAN Vet still inKabul kabulanimalrescue Banned by U.S STILL MOST DIED due 2 CDC BAN SAVE THE REST! NoPawsLeftBehind,0.325,0.08125,1
" _Paris 👇
https//t.co/FuNWqDFtqI",0.0,0.0,0
" _Paris I hope the rabbit in your logo was free, unlike the countless poor animals in their shelters",0.6333333333333333,0.0,0
  fuck monkeys,0.6,-0.4,-1
" dont just eat cats once a year, do it on a daily bases, the best ones have probes in their heads",0.15,0.5,1
" yummy snack, if i were in her shoes I would eat that pig for their bacon immediately",0.0,0.0,0
  ratio'd by brawl toon link https//t.co/bsmZVP03v8,0.0,0.0,0
 well i gotta do something else other than beating my meat. also that turkey is some fine ass meat,0.4375,0.14583333333333334,1
  https//t.co/1pJYf41f42,0.0,0.0,0
"  nintendo advertises animal abuse, please delete this ",0.0,0.0,0
  https//t.co/XPCYAisMk2,0.0,0.0,0
 hey peta! is semen vegan?,0.0,0.0,0
 I think this is more than an animal cruelty issue! That guy needs to be handled before thats a human he's doing that to.,0.3,0.3125,1
 Lmfao,0.0,0.0,0
 peta hq,0.0,0.0,0
 Great 👍,0.75,0.8,1
" Sick person! Hope he was fired. 
The turkey was probably horrified.",0.8571428571428571,-0.8928571428571429,-1
 You sure they’re pretending?,0.8888888888888888,0.5,1
 I’m starting to believe that if humans were capable of caring things wouldn’t be so horrible 😔 https//t.co/yaTsbZknVC,0.5,-0.26666666666666666,-1
 Slander 😈🤟🥓🍖🥩🥓🍖🥩🥓🍖🥩 (turn your volume down or else your ears will die) https//t.co/awCiSN4xiJ,0.2888888888888889,-0.15555555555555559,-1
 fight me,0.0,0.0,0
"  Virginis😂🤣😂🤣🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂
Chads 😐",0.0,0.0,0
" You mean you have a problem with peoples loved animals being taken from them and killed without their consent? Holy shit, how’s it feel to suffocate on that mountain of lies ",0.571875,-0.0031250000000000167,-1
 ratio,0.0,0.0,0
 Omg that’s horrible,1.0,-1.0,-1
 Signed and Retweeted,0.0,0.0,0
 https//t.co/Y1X3qOOR6X,0.0,0.0,0
 https//t.co/zuLzwZZeQ0,0.0,0.0,0
 https//t.co/CtNq0wVplG,0.0,0.0,0
  yo what the nugget doing,0.0,0.0,0
", please help prevent that pervert  from being allowed to have animals, he fucks 🐑 and other animals. Dead or alive.",0.39166666666666666,-0.075,-1
 lmfao https//t.co/VqXUt9mGhx,0.0,0.0,0
 better not come for the Texans for murders Jaguars today💀,0.5,0.5,1
" Wait.  So by your own admission, we are animals (omnivores) so you're encouraging us to act like it?  Hell yeah, PETA tells me to eat steak tonight.  Who'd of thought.",1.0,0.6,1
"  Meat is love, meat is life. Slaughter em for Dem meat.",0.6,0.5,1
 it will be LOTS of fun to use them on the abusers,0.2,0.3,1
 Guess she did the wrong choice by naming it Chris P. Bacon,0.9,-0.5,-1
 Tasty https//t.co/YJVpC05NYb,0.0,0.0,0
 Signed 👍,0.0,0.0,0
 This is horribly disgusting humans suck!,1.0,-1.0,-1
 they would if they could,0.0,0.0,0
 Ratio,0.0,0.0,0
 Ratio,0.0,0.0,0
 I had 2 beef burgers today 😋,0.0,0.0,0
 https//t.co/nsewmcQFrf,0.0,0.0,0
 Yay! Now they can be closer than ever before.,0.0,0.0,0
" My  mother fed me my pet rabbit as a child, laughing at my face when she realized I figured out what I was eating    as  An adult she still thinks it’s funny. Our moral obligation is to ourselves, the innocent lives who depend on us.  Break some of your bonds for the Animals",0.5625,0.2125,1
 NOT IN MY NAME  STOP TORTURING ANIMALS. EVOLVE AND ADAPT TO THE RESEARCH MODERNIZATION METHODS NOW 🆘💔🆘. CORRUPTION JUST TO GET OUR TAX DOLLARS AND TORTURE ANIMALS ❗,0.0,0.0,0
" The most evil, futile industry ever invented by humans! Just a money-making maxine for psychopathic sadists 😡😡😡😡😡😱😱😱😱😱",0.75,-0.25,-1
". There is a link between animal cruelty and domestic violence, child abuse, serial killings, and school-age children. BTW serial killers have been known to torture animals purely for their enjoyment. 
Does anyone recognize this scumbag? https//t.co/95D4Gt8HIE https//t.co/FwwJtd26PW",0.3,0.10714285714285714,1
 https//t.co/eBwpKoa5zP,0.0,0.0,0
 Delicious,1.0,1.0,1
 Tell that pig come get it back in blood,0.0,0.0,0
 Who wanna be invited to my thanks giving we having real meat,0.25,0.2,1
" Sorry what was that I was eating fresh, juicy bacon",0.75,-0.1,-1
  mmmmmm tasty,0.0,0.0,0
 This U? https//t.co/YwNIF4B8Pt,0.0,0.0,0
 Yummy!,0.0,0.0,0
 Cruel girl,1.0,-1.0,-1
 pork &gt; pig,0.0,0.0,0
 This numbers don't lie either https//t.co/3f6qhL9EI5,0.0,0.0,0
 u be fighting evil robots but i be fighting the urge to eat this 😩😛😋 https//t.co/fFNnZ49oTa,1.0,-1.0,-1
 Meaty breakfast good. https//t.co/LmxSCEoBoZ,0.6000000000000001,0.7,1
 So hot 😫,0.8500000000000001,0.25,1
 Ain't you guys euthanize more dogs and cats than anyone else?,0.5,0.5,1
 https//t.co/i6IKOExmSl,0.0,0.0,0
 KSAR have been subjected to unbelievable bullying and trolling in the face of tragedy and despair yet they valiantly continue to try to save those dogs that are still alive after US Military abandonment. Pls see if you can lend a hand  OperationHercules godark https//t.co/IPLHzJNfEp,0.5,-0.08333333333333333,-1
  Wtf,1.0,-0.5,-1
" These places aren't doing any research that's of any use. ALL they do is Torture,Neglect,Abuse and Kill Monkeys. Their not studying shit. They are Insane Sadists,getting paid huge money. That is Taxpayers money.",0.9,-0.2666666666666666,-1
 Can we free animals from zoo ?,0.8,0.4,1
" hello, please tell me why you blocked my main account, ",0.3333333333333333,0.16666666666666666,1
 Ce faci puiule astepti ciorba?,0.0,0.0,0
 asa i am facut si eu lu aurica asera!RECOMAND,0.0,0.0,0
 ADOPTA-MQA MURITORILORRR,0.0,0.0,0
 wow ce ciolan bun!!Maleeeu,1.0,0.1,1
 Da ce pula mea esti?Parizer??,0.0,0.0,0
 Smecher puiu da cand intra in ciorba????????,0.0,0.0,0
 Haoleu au scapat animalele din curta!Dute petrica si adale inapoi,0.0,0.0,0
 ia uitre ce se ling astia mici.asa ma ling si eu cu ma ta,0.0,0.0,0
  de astea are si la caiefci,0.0,0.0,0
 This is the worst idea I've ever seen for anything,1.0,-1.0,-1
 vad un cerb cu coarne de ren,0.0,0.0,0
  Copilu negru mititelll,0.0,0.0,0
  ce ai facut ignaaat????T eau controlat la grasnita?Trebu,0.0,0.0,0
 mama ce curca urata sa moara mama,0.0,0.0,0
 asa o calaresc si eu pe ma ta,0.0,0.0,0
 _Sakurai  frumos joc nu mi place,0.0,0.0,0
 _Sakurai  ce cimpanzeu ciuadat,0.0,0.0,0
   ce cimpanzeu ciuadat,0.0,0.0,0
   negrii sa mi suga pilula alooooleeeu pulpa,0.0,0.0,0
 ultimu trist,0.0,0.0,0
 _Paris salacrobaur,0.0,0.0,0
 vad niste porci cu capete de porci care tin ceva in mana,0.0,0.0,0
 PETA   13 Gorillas 🦍 contracted Covid19 please enforce MaskMandates when visit &amp; work with Zoos to protect our animals,0.0,0.0,0
  Cat e chilu de carne de mamuta,0.0,0.0,0
 Va invit la niste carnati  in comuna Mihailesti Judetul OLT,0.0,0.0,0
 frumos copil mi l dati si mie?,0.0,0.0,0
 ce mata handicapated,0.0,0.0,0
 uite leul ala ej nebuna,0.0,0.0,0
  recclama pentru labagii,0.0,0.0,0
 Please check in on  goingextinct,0.0,0.0,0
 are you seeing this? Somebody call  https//t.co/3GCfiwGz4D,0.0,0.0,0
  Imma use Wario against him and just Neutral B,0.0,0.0,0
  Yeah boyyyyyyyyy https//t.co/yLGs4LRYml,0.0,0.0,0
 Don’t y’all kill animals all the time lmfao,0.0,0.0,0
 ratio,0.0,0.0,0
  Peta just wants to euthanize all the the animal characters.,0.1,0.2,1
  “my uncle works at nintendo” https//t.co/EjUZTywFcf,0.0,0.0,0
 fun fact their kill rate is 85.5% (self reported from the last 20 years),0.13333333333333333,0.15,1
 https//t.co/5HQIn9kkd6,0.0,0.0,0
  ✌,0.0,0.0,0
  If she can drink a water bottle she can open the door,0.5,0.0,0
  https//t.co/t3wmBUvCkN,0.0,0.0,0
" chicken tastes really good, also i’m back from kfc i got u some drumsticks 😻",0.5166666666666667,0.033333333333333326,1
 🤮🤮🤮🤮👎👎👎👎,0.0,0.0,0
 i got this yummy bacon https//t.co/tDgSp7Vbfj,0.0,0.0,0
 How are they funding it? Donkeys are left out to cook as are dogs 🤷🏼‍♀️ what? Gil paying for donkey rides now? Really? Or are animals treated cruelly anyway?,0.39999999999999997,-0.26666666666666666,-1
" Should test on the peta members that work at the slaughterhouse they call an ""animal shelter""",0.0,0.0,0
 don't you kill 70% of the animals in your adoption centers?,0.0,0.0,0
 You're a joke,0.0,0.0,0
" got owed, that said the fact that they ""allegedly"" steal people's dogs to put them down is actually News to me but I thought it was common knowledge that these people were the worst things that happened to animals since farms https//t.co/zqI7bC28kS",0.3977777777777778,-0.3111111111111111,-1
 AnimalRights AnimalAbuse AnimalWelfare animals animallovers https//t.co/uybCUu4xyZ,0.0,0.0,0
 Mickey Mouse game + ratio,0.4,-0.4,-1
  what fresh hell is this,0.5,0.3,1
  https//t.co/B6mtYZC0X3 https//t.co/Qxdorwhxsd,0.0,0.0,0
" Yes! I want more games with environmental awareness, animal and plant protection. These are the best games. 💙💚🌼🍀 VideoGamesDay",0.4,0.75,1
 animals vegan _party   //www.thepetitionsite.com/takeaction/125/019/429/,0.0,0.0,0
  https//t.co/J3l3Qekwwy,0.0,0.0,0
  Hope one day she'll do it against meat and Fish.,0.0,0.0,0
"   🆘OF COURSE USA🇺🇸NOTHING, NO WHERE TO BE PROUD OF 🆘🆘🆘🆘🆘🆘🆘🔊",1.0,0.8,1
  😔💙💙,0.0,0.0,0
 that vegan teacher is nicer,0.0,0.0,0
 f u peta,0.0,0.0,0
 animals,0.0,0.0,0
 Dixie fire,0.0,0.0,0
"  Man last night was great, I was barbecuing with family and I had some ribs that were pre-marinated and tasted like heaven while the burgers were so good that we ran out quickly lmao. The burgers were a pepper jack mix but damn did they taste good, what else should I cook? https//t.co/2TA9eheUHT",0.6033333333333334,0.5599999999999999,1
" going after   and  over harm against bulls do not understand the point. The bulls hurt THE JACKASS crew, NOT the other way around. Y'all just want attention. Fuckin' losers.",0.49166666666666664,-0.27499999999999997,-1
"   I see peta inflict so much hate on people, and other people beat the living shit out of peta (which is kinda warranted)
and i just think ""oh hey, and infinite toxicity machine if it isn't gonna get shut down, then why do we willingly acknowledge it""
this place is really just --",0.5523148148148148,-0.13842592592592595,-1
" you know i don't find it right that we use our own words and assume the animals stand for them too
some donkeys and horses actually like being rode",0.5452380952380952,0.29523809523809524,1
 Horrible,1.0,-1.0,-1
 https//t.co/CiYUlHAHJi,0.0,0.0,0
 😐😐😐😐😐😐😐😐,0.0,0.0,0
 _Sakurai  Peta. I'll give it to you straight. Nintendo isn't going to touch you with a ten-foot pole after the shit you did with Mario and especially Pokémon,0.7333333333333334,0.0,0
" _Sakurai  Would be a wasted spot 100% character would have a 0% pickrate
Would rather have any other character
If this is a serious post then it is insane to me how out of touch you are with the real world. Like someone arriving to a scene of an accident with cake and balloons.",0.4683333333333334,-0.29166666666666663,-1
 Stop bringing this trash on my doorstep. https//t.co/jdw7sBqBWU,0.0,0.0,0
 is prolly going ape shit crazy seeing this https//t.co/PO5fKrPEPl,0.8500000000000001,-0.4,-1
" i’m going to KFC, want anything while i’m there??? 😩😩😩",0.0,0.0,0
 https//t.co/vXuDoyghvl,0.0,0.0,0
 Very Sad 🤣🤣,1.0,-0.65,-1
 Bakra eid k din gyan pela karo ye smhh gye jab saanp sungh jata hai aakho pei patti bhand jati hai shameless peta,0.0,0.0,0
"  PETA real question, do you fart",0.30000000000000004,0.2,1
"  This character actually looks like it should be featured on ""can your pet""",0.1,0.0,0
  EmptyTheTanks,0.0,0.0,0
" The best way to help cattle, pigs, and chickens is to stop eating them so that the go extinct. veganism",0.44999999999999996,0.3,1
 _Paris Govegan  dropcroc,0.0,0.0,0
" had some meat last night.
yummy!",0.06666666666666667,0.0,0
 https//t.co/IZgraTWr1o,0.0,0.0,0
 im enjoying my beautiful beef burger rn. want some?,0.8,0.675,1
 milk is good. https//t.co/0TPlNKP0NK,0.6000000000000001,0.7,1
 No thanks cow milk is simply superior,0.4222222222222222,0.15555555555555553,1
 Isn't that theft that you admitted too???,0.0,0.0,0
   No they aren't im 99.999% sure you will lose the case and 0.001% sure you will drop it because you realise how dumb it is,0.7592592592592592,0.20833333333333334,1
 No thanks i don't want to slaughter 90% of rescues,0.2,-0.1,-1
   These apply to humans funny how you didn't comment on blm and lgbtq almost as if you know you're wrong and don't want too much attention,0.7000000000000001,-0.016666666666666663,-1
 We want you to stop stealing small dogs from little girs and executing then when have you ever helped an animal even Vegans hate you,0.6,-0.41250000000000003,-1
 _Paris Damn only one croc and you are complaining,1.0,0.0,0
 Animals are ours to use we are on top of the food chain,0.5,0.5,1
 You clearly don't mean it attention seeker,0.6875,-0.3125,-1
 Obviously a GLOBAL company is going to do that and fun fact greenhouses use carbon dioxide a lot,0.1,0.15,1
  Yoshi eats animals tho so this is contradictory,0.0,0.0,0
 _Sakurai  You know can fight various animals in this game. Kazuya can literally break a rat's back. You want this chicken to have his back broken lmao.,0.4642857142857143,-0.11428571428571428,-1
 https//t.co/p1z7BCunnr,0.0,0.0,0
 _Paris Nice operation they got running there,1.0,0.6,1
" _Paris There must be adequate anti-cruelty laws, whether national or international, to help put an end to such atrocities. Have them intervene, please!",0.27777777777777773,0.1111111111111111,1
  No https//t.co/3amV4z8nKg,0.0,0.0,0
 _Sakurai  No,0.0,0.0,0
"  The main question is

Why did you guys try to cancel a polygon Nintendo character",0.3333333333333333,0.16666666666666666,1
"  Even in this delusion, their made-up character didn't win lmao",0.7,0.7,1
 I hope she’s never allowed near an animal again. Also she’s is prosecuted,0.4,0.1,1
 unblock me,0.0,0.0,0
 https//t.co/RFMPNQvxqF,0.0,0.0,0
 https//t.co/qKN8wGwtcC,0.0,0.0,0
 https//t.co/zsRMGS4ETS,0.0,0.0,0
 https//t.co/dOGVJAW9G1,0.0,0.0,0
 Sorry bout that. Caught these little dude eating all your grass https//t.co/9iYaczyYHa,0.75,-0.34375,-1
 POS,0.0,0.0,0
 i enjoy kicking hamsters down the stairs,0.3944444444444445,0.12222222222222222,1
 https//t.co/ylNR2SXjee,0.0,0.0,0
 https//t.co/PHh7PbZcQ9,0.0,0.0,0
 https//t.co/TR8HGWwKMJ,0.0,0.0,0
 https//t.co/2pke7aciyW,0.0,0.0,0
 _Paris I wonder what does it taste like?,0.0,0.0,0
  Shitty edit you just used the same png twice and fucked up the p3 color,0.4125,-0.3,-1
 look at this horrendous act of animal cruelty. This is 100% not ok and feel like you should help me address this. The absolutely disgusting excuse for a humans name is yagoh https//t.co/PZ91BjMzAE,0.5166666666666667,-0.43333333333333335,-1
 https//t.co/G6xbKbskPx,0.0,0.0,0
 Tell em to be more gentle then?  I’m not stopping eating chicken just because there legs get broken. That’s not nice to hear. And I’m sorry for them. But we need to eat. We humans have teeth for meat. Jesus ate meat. Tell them to be gentle. Go out in person.,0.7785714285714286,-0.1285714285714286,-1
 could you pls demand   to step up and help KSAR save those dogs? The US govt and military commander’s actions in forcibly abandoning the dogs have led to a most tragic situation. Can you pls liase with spcaint together we can make a difference 🙏,0.5875,0.037500000000000006,1
 if you want even near that lion it would absolutely rip you to fucking shreds LMFAOO,0.7000000000000001,-0.09999999999999998,-1
 Free kiska,0.8,0.4,1
 https//t.co/w3iwdt1RvW,0.0,0.0,0
  I love meat yummy https//t.co/QM53vyeOGl,0.6,0.5,1
 mmm yum yum meat https//t.co/T9nmVLfr6S,0.0,0.0,0
 can suck my balls,0.0,0.0,0
 maltrato animal aquí 👇👇👇 https//t.co/xDzE5jGSk6,0.0,0.0,0
 https//t.co/BsOUmsDXbd,0.0,0.0,0
 https//t.co/0Xa74gd8r2,0.0,0.0,0
 lmao if that wasn’t alive it be lookin 😋😋😋 https//t.co/dx2Woaoe9I,0.7,0.35,1
 In case anyone really cared and wanted to be plant-based,0.2,0.2,1
 🤨 https//t.co/XrByCgBIh8,0.0,0.0,0
  you guys made a video game saying pokemon promotes animal abuse hatsune miku is more likely to get into nintendo then yall,0.6333333333333333,0.033333333333333326,1
"  you guys fucking stole a 9 year olds dog and killed it seems like YOU are doing the torture, peta!",0.4,-0.425,-1
 https//t.co/U5t8hh1CfA,0.0,0.0,0
  Yummy! https//t.co/xx5XbAD39F,0.0,0.0,0
 Dead animal,0.4,-0.2,-1
 🙄😥 https//t.co/uvvQL8LKsL,0.0,0.0,0
  Then stop killing 57% of your 'rescues',0.0,0.0,0
 Yo como bistec en la cena con bastante frecuencia.,0.0,0.0,0
 https//t.co/JfUXJx2Ay2,0.0,0.0,0
 https//t.co/GVCY1F2Yfx,0.0,0.0,0
" Look at this zebra, LOOK! How sad is this? 😭 https//t.co/rx8NGzFuG7",1.0,-0.5,-1
" I wish this glass would break...
Or that some employee contributed to the glass accidentally breaking...🐱",0.0,0.0,0
 Looks tasty 😋,0.0,0.0,0
 Grow up.,0.0,0.0,0
  😋 https//t.co/2FeMxhH6Ju,0.0,0.0,0
 how many dogs you euthanize today? Gtfo with thw jack ass probe you inbred Neanderthals,0.5,0.5,1
" _Paris Poor reptile wants to kill and eat other animal, lets free him",0.46875,0.018750000000000003,1
 AND. THEY FEEL !,0.0,0.0,0
 WAIT HOW DO U WEAR ANIMALS THI,0.0,0.0,0
  3 to 6 petitions pop up to help them . Signed all! 🙏,0.0,0.0,0
 Animals aren't meant to be put down by people cause your boss is trying to be the next Hitler. But hey it's hell for this poor wild animals that are well fed and are more safer in there than in the wild,0.36481481481481476,0.024074074074074067,1
" Yikes, that poor trainer",0.6,-0.4,-1
 kys,0.0,0.0,0
"  nugget❌
punching bag✅",0.0,0.0,0
" suing Jackass for animal abuse is absolutely hilarious considering Steve-O and Pontius are noted animal lovers that would anything down that was even close to abuse, oh also you guys kill more animals then many organisations and have actively stolen them from front yards.",0.6314814814814814,0.11851851851851852,1
 I just ate a big ass juicy ass sweet ass burger with a cucumber it was mad fuckin good bruh u should try one,0.5875,0.10624999999999998,1
 _Sakurai  I'd become a Wario main just to eat the chicken. He WILL be a nugget,0.6416666666666666,-0.21666666666666667,-1
"  I mean I'd rather not be the test subject for potentially life ending experiments and I hardly doubt anyone at PETA would either. If you guys would though, go on ahead and do those experiments. I hope you live through it",0.6124999999999999,-0.1268939393939394,-1
 _Sakurai  No,0.0,0.0,0
 https//t.co/E7Zjl2a4Rq,0.0,0.0,0
 Oh really ?  Lol,0.7,0.8,1
" not a nugget, more like soon to become a nugget with all those fire attacks in the game mmhhh",0.45,0.04999999999999999,1
